연도,리그,지역,게임횟수,홈게임횟수,승리횟수,패배횟수,득점횟수,타석횟수,안타횟수,2루타횟수,3루타횟수,홈런횟수,타자_볼넷횟수,타자_삼진횟수,도루성공횟수,도루실패횟수,총_실점수,자책점수,평균자책점수,완투_횟수,완봉_횟수,세이브_횟수,소화한 아웃 수,피안타_횟수,피홈런_횟수,볼넷허용_횟수,투수_삼진횟수,실책횟수,병살횟수,수비율,승률,포스트시즌_진출여부,도루시도횟수,도루실패율
1912,AL,X,109,55,37,70,386,3556,883,116,49,13,314,404,123,104,534,394,3.71,59,5,3,2874,1003,11,309,382,237,88,0.94,0.34415584415584416,0,227,0.4594137744291593
1912,NL,X,107,53,44,62,461,3564,956,133,53,18,355,434,135,114,581,405,3.85,42,4,8,2841,1026,21,392,340,190,79,0.95,0.4117647058823529,0,249,0.4594137744291593
1912,AL,X,107,54,63,42,489,3552,908,141,60,14,330,404,191,162,406,287,2.69,68,7,4,2889,853,16,367,579,207,64,0.95,0.5986842105263158,0,354,0.4594137744291593
1913,AL,X,105,52,55,49,441,3475,933,154,70,11,326,373,132,105,427,310,2.94,58,8,7,2851,926,4,309,496,166,58,0.96,0.5266666666666666,0,237,0.444662888175477
1913,NL,X,106,53,45,58,416,3615,975,135,60,27,252,388,131,105,429,333,3.13,49,6,4,2883,900,23,307,383,170,87,0.96,0.436241610738255,0,236,0.444662888175477
1913,NL,X,107,53,48,57,448,3601,922,133,42,22,341,448,123,98,482,340,3.19,73,9,2,2883,940,25,293,417,191,57,0.95,0.45695364238410596,0,222,0.444662888175477
1913,AL,X,107,53,54,51,341,3375,797,109,46,16,278,385,109,86,348,246,2.33,58,11,5,2856,833,7,306,421,178,72,0.96,0.5131578947368421,0,196,0.444662888175477
1913,NL,X,108,53,61,45,503,3515,902,136,67,41,387,443,126,100,441,333,3.13,62,8,10,2881,930,27,334,389,182,74,0.95,0.5751633986928104,0,227,0.444662888175477
1913,NL,X,109,54,44,62,424,3592,937,118,67,18,320,405,158,125,501,371,3.46,49,7,7,2898,978,28,319,365,175,72,0.96,0.41830065359477125,0,284,0.444662888175477
1913,AL,X,108,56,60,46,443,3521,944,144,51,11,294,389,133,106,375,273,2.54,65,12,3,2910,894,13,351,482,169,86,0.96,0.5657894736842105,0,240,0.444662888175477
1913,AL,X,107,53,46,60,436,3544,940,125,70,16,347,350,152,121,501,357,3.38,62,2,4,2856,951,9,352,327,207,73,0.95,0.43137254901960786,0,274,0.444662888175477
1913,NL,X,109,56,70,35,478,3652,998,158,49,21,310,350,207,165,360,267,2.42,57,8,11,2986,893,26,220,455,176,74,0.96,0.6644736842105263,1,373,0.444662888175477
1913,AL,X,107,52,39,65,370,3416,809,108,31,5,373,431,142,113,467,341,3.27,52,5,4,2822,922,21,318,371,200,65,0.95,0.37748344370860926,0,255,0.444662888175477
1913,AL,X,107,53,67,39,555,3530,988,156,56,23,373,382,154,123,414,335,3.19,48,11,15,2837,840,16,372,441,148,75,0.96,0.6274509803921569,1,277,0.444662888175477
1913,NL,X,111,54,61,44,485,3779,1003,179,54,51,268,404,109,86,445,356,3.15,53,14,7,3055,984,28,358,466,149,78,0.96,0.5827814569536424,0,196,0.444662888175477
1913,NL,X,108,55,54,49,471,3676,968,147,60,24,273,381,126,100,409,315,2.9,51,6,4,2940,940,18,303,413,158,65,0.96,0.5234899328859061,0,227,0.444662888175477
1913,AL,X,108,53,39,67,369,3521,835,125,51,12,318,538,146,116,449,329,3.06,72,9,3,2902,958,14,317,333,210,87,0.95,0.37254901960784315,0,263,0.444662888175477
1913,NL,X,107,51,35,69,369,3476,860,106,50,10,315,401,119,95,528,444,4.23,51,4,7,2837,998,39,333,325,153,79,0.96,0.34,0,214,0.444662888175477
1913,AL,X,108,54,62,44,417,3551,896,109,56,13,308,416,200,160,392,296,2.73,54,16,14,2931,823,24,325,530,183,85,0.96,0.5844155844155844,0,361,0.444662888175477
1914,AL,X,111,55,63,43,412,3581,894,158,59,12,343,384,123,122,357,261,2.36,61,16,5,2996,844,12,275,421,169,69,0.96,0.5947712418300654,0,246,0.4985835694050991
1914,NL,X,107,55,52,55,435,3606,970,120,62,21,263,391,121,96,432,300,2.82,56,7,7,2872,897,25,326,423,173,78,0.96,0.487012987012987,0,217,0.444662888175477
1914,NL,X,110,55,65,41,459,3644,914,149,42,24,351,431,97,77,383,303,2.74,72,13,4,2984,890,26,333,424,165,100,0.96,0.6143790849673203,1,175,0.444662888175477
1914,AL,X,109,56,49,58,340,3528,843,112,49,13,285,426,116,106,392,269,2.48,51,11,7,2935,844,10,280,461,201,62,0.95,0.45454545454545453,0,223,0.47648902821316613
1914,NL,X,109,53,54,53,423,3535,860,139,51,29,350,403,114,91,446,292,2.71,49,9,7,2916,818,25,369,455,217,60,0.95,0.5064935064935064,0,206,0.444662888175477
1914,NL,X,109,53,42,65,371,3493,824,99,44,11,308,438,156,125,455,317,2.94,51,10,10,2912,881,21,342,424,219,79,0.95,0.38961038961038963,0,282,0.444662888175477
1914,AL,X,109,55,35,71,376,3609,883,124,49,7,315,479,116,109,496,347,3.21,48,6,2,2921,955,7,466,481,208,83,0.95,0.3333333333333333,0,226,0.4845679012345679
1914,AL,X,109,54,56,51,430,3571,922,136,58,17,389,375,147,107,432,314,2.86,56,9,8,2965,899,11,348,396,199,70,0.95,0.5228758169934641,0,255,0.42191780821917807
1914,NL,X,109,56,58,49,470,3602,954,155,41,21,312,335,167,133,403,317,2.94,61,14,6,2919,908,32,256,394,177,83,0.96,0.5454545454545454,0,301,0.444662888175477
1914,AL,X,109,54,49,58,375,3494,800,104,36,8,403,497,175,133,385,305,2.81,68,6,3,2933,893,21,273,394,156,65,0.96,0.45454545454545453,0,309,0.4321266968325792
1914,AL,X,110,54,69,37,524,3588,974,115,56,20,381,361,161,131,370,303,2.78,62,16,11,2948,884,12,364,503,149,81,0.96,0.6513157894736842,1,293,0.4486873508353222
1914,NL,X,107,54,51,56,455,3577,941,147,36,43,330,399,101,81,480,328,3.06,59,9,4,2895,982,18,316,454,226,56,0.95,0.4805194805194805,0,182,0.444662888175477
1914,NL,X,110,53,48,59,352,3601,837,103,55,12,291,425,102,81,378,295,2.7,60,7,7,2950,890,18,274,341,156,67,0.96,0.44805194805194803,0,184,0.444662888175477
1914,AL,X,111,56,49,57,366,3570,868,129,52,11,296,604,163,132,430,312,2.85,56,10,7,2961,916,14,378,387,221,79,0.95,0.46405228758169936,0,295,0.44786729857819907
1914,NL,X,109,55,56,50,390,3532,874,142,45,23,311,432,142,114,378,263,2.38,58,11,8,2990,895,18,295,371,167,76,0.96,0.5294117647058824,0,256,0.444662888175477
1914,AL,X,110,53,56,51,400,3575,871,123,56,12,329,448,154,114,363,280,2.54,52,17,14,2982,819,14,364,548,176,81,0.96,0.525974025974026,0,268,0.4255874673629243
1915,AL,X,108,53,70,35,468,3516,915,141,53,9,368,333,82,81,349,259,2.39,56,13,10,2933,814,12,312,443,158,66,0.96,0.6688741721854304,1,163,0.4978723404255319
1915,NL,X,107,54,56,50,375,3584,887,115,52,9,219,347,91,88,392,287,2.66,60,11,5,2916,876,20,331,349,166,67,0.96,0.5263157894736842,0,179,0.490272373540856
1915,NL,X,109,54,58,48,407,3549,853,161,39,11,384,434,84,68,381,280,2.57,66,11,9,2950,879,16,256,441,149,80,0.96,0.5460526315789473,0,153,0.4474885844748858
1915,AL,X,108,55,65,42,501,3439,888,114,71,17,408,402,163,128,356,264,2.43,63,11,6,2942,869,9,244,444,155,66,0.96,0.6038961038961039,0,291,0.43990384615384615
1915,NL,X,109,53,51,56,399,3579,872,148,46,37,275,447,116,86,434,338,3.11,49,12,5,2937,890,19,336,459,187,65,0.95,0.477124183006536,0,203,0.42758620689655175
1915,NL,X,112,55,49,58,361,3661,926,135,58,10,251,358,109,99,409,316,2.84,56,13,8,3007,912,19,347,400,156,103,0.96,0.461038961038961,0,208,0.47651006711409394
1915,AL,X,107,53,39,66,377,3523,847,118,55,14,343,476,96,81,468,333,3.13,43,7,7,2881,900,12,362,427,190,57,0.95,0.375,0,177,0.4588235294117647
1915,AL,X,109,53,70,37,544,3589,960,144,65,16,476,368,168,101,417,314,2.86,60,7,13,2967,881,9,344,385,180,74,0.96,0.6493506493506493,0,270,0.3772609819121447
1915,NL,X,108,53,48,58,407,3652,918,136,47,16,220,382,108,95,439,335,3.11,54,10,6,2908,944,28,227,445,179,83,0.96,0.45394736842105265,0,204,0.4691780821917808
1915,AL,X,107,57,48,58,408,3487,813,116,35,21,399,468,138,93,411,329,3.06,70,8,1,2902,890,28,361,391,150,82,0.96,0.45394736842105265,0,231,0.40181268882175225
1915,AL,X,107,51,30,76,381,3556,842,128,50,11,305,443,88,61,621,450,4.29,54,4,1,2830,950,15,578,411,236,82,0.94,0.28289473684210525,0,150,0.41203703703703703
1915,NL,X,107,53,62,43,412,3441,851,141,27,40,322,420,84,79,324,231,2.17,68,14,5,2885,812,18,239,456,151,69,0.96,0.5921052631578947,1,163,0.4829059829059829
1915,NL,X,109,55,51,56,389,3579,881,137,63,16,293,459,127,77,364,279,2.6,63,12,7,2898,860,14,268,380,149,70,0.96,0.474025974025974,0,205,0.378839590443686
1915,AL,X,111,53,44,63,364,3578,878,116,45,13,330,535,141,112,475,331,3.04,53,4,4,2946,879,14,428,396,235,100,0.94,0.4090909090909091,0,253,0.4419889502762431
1915,NL,X,109,56,50,56,413,3574,907,111,64,14,319,460,113,100,420,315,2.89,55,9,6,2940,923,21,281,376,164,76,0.96,0.47058823529411764,0,214,0.47058823529411764
1915,AL,X,108,56,59,47,398,3520,857,106,55,8,320,378,130,74,343,250,2.31,60,14,9,2925,812,8,318,500,161,70,0.96,0.5555555555555556,0,204,0.363013698630137
1916,AL,X,109,54,63,44,385,3512,872,137,39,9,324,337,90,72,336,272,2.48,53,16,11,2961,854,7,324,408,128,75,0.97,0.5909090909090909,1,162,0.44580815976462235
1916,NL,X,109,54,65,42,409,3663,956,136,56,19,248,385,130,105,329,235,2.12,67,15,6,2996,840,16,260,443,156,62,0.96,0.6103896103896104,1,235,0.44580815976462235
1916,NL,X,110,54,62,44,379,3552,826,116,51,15,305,452,98,79,317,240,2.19,67,16,7,2971,844,16,227,450,148,86,0.96,0.5855263157894737,0,177,0.44580815976462235
1916,AL,X,108,53,62,45,420,3556,893,135,70,11,312,413,137,110,347,259,2.36,51,14,10,2965,832,9,283,450,143,93,0.96,0.577922077922078,0,248,0.44580815976462235
1916,NL,X,109,55,46,60,364,3625,865,135,39,32,279,463,93,74,378,291,2.65,50,11,9,2973,885,22,255,431,193,72,0.95,0.43790849673202614,0,167,0.44580815976462235
1916,NL,X,108,53,42,65,353,3677,935,130,61,9,253,401,109,88,431,339,3.1,60,4,4,2956,949,24,322,398,159,88,0.96,0.39215686274509803,0,198,0.44580815976462235
1916,AL,X,109,54,53,53,441,3544,884,163,46,11,365,423,112,89,421,317,2.9,45,6,11,2961,968,11,326,375,162,91,0.96,0.5,0,201,0.44580815976462235
1916,AL,X,108,53,60,46,468,3635,959,141,67,11,381,370,133,106,416,325,2.97,56,5,9,2961,877,8,404,371,147,77,0.96,0.564935064935065,0,239,0.44580815976462235
1916,NL,X,108,54,60,46,417,3606,913,131,51,29,249,390,144,115,352,282,2.6,61,15,8,2933,886,28,217,446,151,75,0.96,0.5657894736842105,0,259,0.44580815976462235
1916,AL,X,109,55,56,51,403,3638,893,135,41,24,361,442,125,100,392,308,2.77,58,8,11,2998,874,25,333,431,153,83,0.96,0.5194805194805194,0,225,0.44580815976462235
1916,AL,X,107,53,25,81,312,3507,848,118,45,13,284,441,105,84,543,409,3.92,65,7,2,2820,917,18,500,402,218,88,0.95,0.23529411764705882,0,190,0.44580815976462235
1916,NL,X,107,55,63,43,406,3489,870,156,37,29,279,399,104,83,342,253,2.36,67,17,6,2902,866,19,206,420,163,83,0.96,0.5947712418300654,0,187,0.44580815976462235
1916,NL,X,109,54,45,62,338,3626,872,102,63,14,260,432,121,97,410,304,2.76,61,7,4,2979,893,16,310,417,182,67,0.95,0.42207792207792205,0,218,0.44580815976462235
1916,AL,X,110,55,55,52,411,3611,883,126,35,9,438,448,163,131,381,289,2.58,51,6,9,3030,904,10,334,353,173,84,0.96,0.512987012987013,0,295,0.44580815976462235
1916,NL,X,107,53,42,65,333,3521,856,108,51,17,234,455,127,102,440,331,3.14,40,9,10,2845,931,21,311,370,191,86,0.95,0.39215686274509803,0,229,0.44580815976462235
1916,AL,X,111,56,53,53,375,3579,866,118,42,8,374,417,129,103,380,296,2.67,59,7,4,3003,889,9,343,494,162,83,0.96,0.49673202614379086,0,233,0.44580815976462235
1917,AL,X,109,56,62,43,388,3533,870,138,44,9,326,331,73,58,317,242,2.2,80,10,4,2984,837,8,289,356,128,81,0.97,0.5921052631578947,0,132,0.44580815976462235
1917,NL,X,109,54,49,56,357,3675,909,111,54,17,233,368,91,72,391,307,2.78,69,5,6,2984,901,22,283,407,171,71,0.96,0.46357615894039733,0,163,0.44580815976462235
1917,NL,X,109,53,50,56,375,3640,896,118,52,15,298,410,108,86,386,306,2.77,73,15,2,2990,916,13,259,415,156,85,0.96,0.47058823529411764,0,195,0.44580815976462235
1917,AL,X,109,55,70,37,459,3539,896,106,56,12,365,335,153,123,324,239,2.16,54,15,14,2990,865,7,289,361,140,81,0.96,0.6493506493506493,1,276,0.44580815976462235
1917,NL,X,109,53,51,56,386,3594,860,135,46,11,290,419,88,71,396,286,2.62,55,11,6,2948,912,23,261,457,186,84,0.95,0.4805194805194805,0,160,0.44580815976462235
1917,NL,X,109,56,54,53,420,3675,969,137,70,18,218,333,107,86,427,293,2.7,65,8,4,2933,950,14,281,341,172,84,0.96,0.5064935064935064,0,193,0.44580815976462235
1917,AL,X,109,54,61,46,408,3495,856,152,44,9,384,417,147,117,380,276,2.52,51,14,15,2965,889,11,306,315,169,95,0.96,0.5714285714285714,0,264,0.44580815976462235
1917,AL,X,107,53,54,52,447,3565,921,142,53,17,338,333,114,91,403,277,2.56,54,14,10,2931,846,8,352,361,163,66,0.96,0.5098039215686274,0,205,0.44580815976462235
1917,NL,X,110,56,68,39,444,3647,951,118,49,27,261,373,113,91,319,251,2.27,64,12,9,2994,854,20,228,385,145,85,0.96,0.6363636363636364,1,204,0.44580815976462235
1917,AL,X,108,52,49,57,366,3595,858,120,36,18,347,374,95,76,390,291,2.66,60,7,4,2963,896,19,298,399,157,90,0.96,0.46405228758169936,0,171,0.44580815976462235
1917,AL,X,107,53,38,68,370,3576,907,123,43,11,304,363,78,62,483,347,3.27,56,5,5,2866,916,16,393,361,175,74,0.96,0.35947712418300654,0,141,0.44580815976462235
1917,NL,X,107,53,60,45,404,3558,883,157,42,26,304,373,76,60,350,266,2.46,71,15,3,2916,880,17,227,431,148,78,0.96,0.5723684210526315,0,137,0.44580815976462235
1917,NL,X,109,55,35,72,324,3618,861,112,42,6,279,406,105,84,416,331,3.01,58,11,4,2975,922,9,302,356,175,83,0.96,0.33116883116883117,0,189,0.44580815976462235
1917,AL,X,108,54,39,67,357,3563,875,128,44,10,283,378,109,88,480,344,3.2,46,8,8,2908,923,13,375,300,196,97,0.95,0.37012987012987014,0,198,0.44580815976462235
1917,NL,X,107,54,57,49,371,3558,889,111,65,18,251,456,111,88,396,328,3.03,46,11,7,2923,879,20,294,351,154,107,0.96,0.5394736842105263,0,200,0.44580815976462235
1917,AL,X,109,56,51,55,380,3599,866,121,49,2,350,401,116,93,396,302,2.75,58,14,7,2967,851,8,375,445,175,88,0.96,0.48366013071895425,0,209,0.44580815976462235
1918,AL,X,88,49,52,35,331,2787,693,111,37,10,284,226,77,61,266,200,2.31,73,18,1,2352,651,6,266,274,106,62,0.97,0.5952380952380952,1,138,0.44580815976462235
1918,NL,X,88,37,39,48,251,2948,736,84,43,7,148,228,79,62,324,247,2.81,59,11,1,2375,716,15,224,276,135,51,0.96,0.4523809523809524,0,142,0.44580815976462235
1918,NL,X,86,36,37,49,296,2913,709,74,41,9,244,306,58,46,328,251,2.9,67,9,0,2345,777,9,193,237,128,62,0.96,0.4274193548387097,0,104,0.44580815976462235
1918,AL,X,86,39,39,46,319,2892,739,95,38,5,262,250,81,65,312,239,2.73,53,6,5,2364,764,6,210,244,116,68,0.96,0.4596774193548387,0,146,0.44580815976462235
1918,NL,X,91,51,58,31,376,3027,802,114,37,14,250,240,111,88,275,203,2.18,64,16,5,2513,735,9,207,330,131,63,0.96,0.6511627906976745,1,200,0.44580815976462235
1918,NL,X,90,49,47,42,371,2985,829,115,58,10,212,212,89,71,347,266,3.0,58,9,4,2398,795,13,266,224,134,88,0.96,0.53125,0,161,0.44580815976462235
1918,AL,X,90,43,51,37,352,2916,758,123,46,6,343,270,115,92,312,238,2.64,54,3,9,2438,788,6,240,254,144,57,0.96,0.5748031496062992,0,207,0.44580815976462235
1918,AL,X,89,40,38,49,333,2983,744,98,39,9,316,266,86,68,389,306,3.4,51,5,4,2436,791,7,305,261,148,53,0.96,0.4365079365079365,0,154,0.44580815976462235
1918,NL,X,86,39,49,37,336,2914,756,105,37,9,189,255,91,72,290,228,2.64,51,12,7,2333,701,14,159,230,106,54,0.97,0.5725806451612904,0,163,0.44580815976462235
1918,AL,X,88,46,42,44,345,2956,759,112,31,14,256,259,61,49,332,270,3.0,41,5,9,2429,772,17,324,259,112,95,0.97,0.4878048780487805,0,110,0.44580815976462235
1918,AL,X,91,47,36,53,288,2994,727,86,30,15,240,339,58,46,376,289,3.22,56,9,6,2427,774,9,340,193,159,95,0.95,0.40625,0,104,0.44580815976462235
1918,NL,X,87,39,38,47,301,2934,715,110,19,17,242,280,67,54,354,279,3.15,54,7,4,2391,760,15,258,218,147,63,0.96,0.44715447154471544,0,122,0.44580815976462235
1918,NL,X,88,49,45,42,326,2863,711,74,50,10,259,199,140,112,288,219,2.48,59,7,4,2394,703,9,209,256,125,75,0.96,0.52,0,251,0.44580815976462235
1918,AL,X,86,37,40,44,298,2813,728,106,28,3,277,237,96,77,313,237,2.75,46,5,5,2333,695,7,281,242,133,60,0.96,0.47540983606557374,0,174,0.44580815976462235
1918,NL,X,91,51,35,54,317,3058,746,102,44,18,230,322,83,66,368,274,2.96,50,2,3,2505,803,11,246,252,154,81,0.96,0.3953488372093023,0,149,0.44580815976462235
1918,AL,X,91,51,50,39,322,3130,800,109,34,2,263,252,95,77,288,204,2.14,52,13,5,2578,714,7,276,353,158,66,0.96,0.5625,0,172,0.44580815976462235
1919,AL,X,96,46,46,49,394,3183,831,126,34,23,329,287,75,68,386,315,3.31,62,10,5,2570,875,11,294,266,100,82,0.97,0.48175182481751827,0,144,0.47774908249076364
1919,NL,X,98,49,48,49,367,3390,890,116,46,17,180,283,78,71,359,272,2.73,68,8,0,2690,879,14,204,333,152,58,0.96,0.4928571428571429,0,149,0.47774908249076364
1919,NL,X,98,47,39,57,325,3322,840,99,43,16,248,336,101,92,394,312,3.17,55,3,6,2667,919,20,235,261,142,77,0.96,0.41007194244604317,0,193,0.47774908249076364
1919,AL,X,98,49,61,36,466,3272,940,152,49,17,298,250,105,95,373,298,3.04,61,9,2,2656,871,16,239,327,121,81,0.96,0.6285714285714286,1,200,0.47774908249076364
1919,NL,X,98,49,52,45,317,3206,821,116,40,14,208,251,105,95,284,217,2.21,56,14,3,2656,788,9,205,346,130,60,0.96,0.5357142857142857,0,200,0.47774908249076364
1919,NL,X,98,49,67,30,403,3203,842,94,58,14,283,257,100,91,280,221,2.23,62,16,6,2675,772,14,208,284,106,68,0.97,0.6857142857142857,1,191,0.47774908249076364
1919,AL,X,97,48,58,38,445,3195,887,177,50,16,348,256,79,72,375,284,2.94,56,7,7,2614,869,13,253,302,140,71,0.96,0.60431654676259,0,151,0.47774908249076364
1919,AL,X,98,49,56,42,432,3265,923,155,58,16,300,298,84,77,404,322,3.3,59,7,2,2637,877,24,305,299,143,56,0.96,0.5714285714285714,0,161,0.47774908249076364
1919,NL,X,98,48,60,37,423,3264,877,142,44,28,229,284,109,100,329,263,2.7,50,7,9,2637,807,23,213,237,150,67,0.96,0.6214285714285714,0,210,0.47774908249076364
1919,AL,X,98,51,56,41,404,3342,892,135,34,31,270,335,70,64,354,282,2.82,59,9,4,2702,800,32,303,350,135,75,0.96,0.5755395683453237,0,135,0.47774908249076364
1919,AL,X,98,49,25,72,319,3311,809,122,49,24,244,395,72,65,519,410,4.26,50,0,2,2601,959,30,352,291,179,67,0.95,0.2571428571428571,0,137,0.47774908249076364
1919,NL,X,96,49,32,62,357,3322,833,145,35,29,226,328,79,72,489,403,4.14,65,4,1,2629,973,28,285,277,153,78,0.96,0.34306569343065696,0,152,0.47774908249076364
1919,NL,X,97,49,49,47,330,3176,792,91,57,11,240,266,137,125,326,280,2.88,63,11,2,2622,779,16,184,273,112,62,0.96,0.5107913669064749,0,262,0.47774908249076364
1919,AL,X,98,49,46,50,373,3270,863,130,51,21,273,310,51,46,396,305,3.13,54,9,2,2637,878,24,294,290,149,68,0.96,0.48201438848920863,0,98,0.47774908249076364
1919,NL,X,96,48,37,58,324,3211,822,114,36,12,212,292,103,94,386,305,3.23,38,4,5,2555,802,17,290,289,151,78,0.96,0.39416058394160586,0,198,0.47774908249076364
1919,AL,X,99,50,39,58,373,3329,866,123,44,16,291,357,99,90,399,298,3.01,47,9,7,2675,865,14,315,375,158,60,0.96,0.4,0,189,0.47774908249076364
1920,AL,X,107,53,50,56,454,3639,977,151,49,15,373,300,68,77,488,414,3.82,64,7,4,2929,1036,27,322,336,128,91,0.97,0.47058823529411764,0,146,0.5311004784688995
1920,NL,X,108,54,65,42,461,3779,1045,143,69,19,251,273,49,56,369,290,2.62,62,11,7,2996,966,17,228,387,158,82,0.96,0.6038961038961039,1,105,0.5333333333333333
1920,NL,X,107,51,43,62,366,3652,950,117,60,16,269,341,61,68,468,381,3.54,65,9,4,2910,1024,27,290,257,167,87,0.96,0.40789473684210525,0,130,0.5268817204301075
1920,AL,X,107,53,67,40,555,3729,1101,184,68,25,329,247,78,67,465,387,3.59,76,6,7,2910,1026,31,283,306,135,99,0.96,0.6233766233766234,0,145,0.46153846153846156
1920,NL,X,107,53,52,55,433,3581,944,156,46,23,299,294,80,90,444,352,3.27,66,9,6,2914,1021,25,267,355,157,78,0.96,0.487012987012987,0,170,0.5286885245901639
1920,NL,X,107,53,57,49,447,3623,1002,118,53,12,267,256,110,88,398,313,2.9,62,8,6,2921,928,18,275,304,140,87,0.96,0.5359477124183006,0,199,0.44755244755244755
1920,AL,X,107,54,68,39,599,3642,1101,210,66,24,401,265,51,64,449,365,3.41,65,7,4,2891,1013,21,280,326,129,86,0.97,0.6363636363636364,1,115,0.5575757575757576
1920,AL,X,108,54,42,65,456,3650,985,159,50,21,335,273,53,46,583,435,4.04,51,6,4,2908,1040,32,392,338,160,66,0.96,0.3961038961038961,0,99,0.4647887323943662
1920,NL,X,108,56,60,47,477,3716,998,147,53,32,302,381,91,79,380,306,2.8,60,12,6,2956,965,30,207,266,146,95,0.96,0.5584415584415584,0,170,0.46311475409836067
1920,AL,X,107,53,66,41,586,3623,1013,187,49,80,377,438,44,57,440,353,3.32,61,10,7,2872,989,33,294,336,135,90,0.97,0.6168831168831169,0,102,0.5616438356164384
1920,AL,X,109,53,33,74,390,3679,926,154,34,30,247,415,35,46,583,422,3.93,55,4,1,2898,1128,39,322,296,186,88,0.95,0.3116883116883117,0,81,0.5726495726495726
1920,NL,X,107,53,43,63,395,3684,969,160,37,44,198,371,70,58,499,389,3.63,53,5,7,2898,1036,24,310,293,162,94,0.96,0.40522875816993464,0,128,0.453551912568306
1920,NL,X,108,54,55,52,371,3653,939,113,62,11,261,283,126,81,386,317,2.89,64,11,7,2971,972,17,196,310,130,83,0.97,0.512987012987013,0,207,0.3926174496644295
1920,AL,X,107,54,53,53,557,3750,1155,195,58,35,298,237,82,55,536,431,4.03,58,6,9,2893,1036,37,404,310,161,83,0.96,0.49673202614379086,0,137,0.4010152284263959
1920,NL,X,108,53,52,55,472,3846,1112,166,67,22,261,338,88,79,477,380,3.43,50,6,8,2994,1041,21,335,370,179,95,0.96,0.487012987012987,0,168,0.475
1920,AL,X,107,53,47,58,506,3675,1068,163,56,25,303,380,112,79,561,443,4.17,56,7,7,2870,1064,35,364,292,162,66,0.96,0.4473684210526316,0,192,0.41454545454545455
1921,AL,X,107,53,52,55,467,3644,1007,173,48,11,299,240,58,45,487,422,3.98,61,6,3,2864,1064,37,316,312,109,105,0.97,0.487012987012987,0,103,0.4391891891891892
1921,NL,X,106,54,53,52,466,3684,1033,146,59,41,227,280,63,50,476,392,3.7,57,5,8,2862,1089,32,252,329,162,99,0.96,0.506578947368421,0,114,0.4451219512195122
1921,NL,X,107,51,55,51,504,3769,1092,146,70,42,263,329,65,69,487,420,3.9,51,7,8,2908,1041,37,294,267,139,85,0.96,0.5163398692810458,0,135,0.5154639175257731
1921,AL,X,107,53,43,64,478,3730,1056,169,57,24,311,331,67,65,600,524,4.94,58,4,6,2866,1122,36,384,274,139,108,0.96,0.4025974025974026,0,133,0.48947368421052634
1921,NL,X,107,53,44,62,467,3724,1087,163,39,25,240,261,49,67,541,465,4.39,51,4,4,2862,1123,46,286,308,116,90,0.97,0.41830065359477125,0,116,0.5808383233532934
1921,NL,X,107,53,49,58,432,3578,994,154,65,14,262,215,81,84,454,366,3.46,58,4,6,2862,1050,25,213,285,135,97,0.96,0.45751633986928103,0,165,0.5063291139240507
1921,AL,X,107,53,65,42,647,3768,1159,248,62,29,436,263,35,29,498,417,3.9,56,7,9,2891,1073,30,301,332,142,86,0.96,0.6103896103896104,0,64,0.45652173913043476
1921,AL,X,107,53,49,57,618,3822,1206,187,70,40,407,263,66,62,596,474,4.4,51,2,11,2910,1143,49,346,316,161,74,0.96,0.46405228758169936,0,128,0.483695652173913
1921,NL,X,107,55,65,41,588,3694,1102,165,65,52,328,273,95,79,445,378,3.55,49,6,12,2881,1047,55,206,249,130,108,0.97,0.6143790849673203,1,175,0.4541832669322709
1921,AL,X,107,54,68,38,663,3674,1103,199,60,93,411,398,62,44,495,405,3.82,64,5,10,2864,1022,35,329,336,154,96,0.96,0.6405228758169934,1,107,0.41830065359477125
1921,AL,X,108,53,37,70,459,3825,1047,179,44,57,296,395,47,38,625,501,4.61,52,1,4,2940,1151,59,383,301,193,100,0.95,0.3464052287581699,0,86,0.44715447154471544
1921,NL,X,107,53,35,72,431,3730,1058,166,35,61,205,430,46,56,643,469,4.48,57,3,5,2830,1165,55,259,233,205,88,0.95,0.33116883116883117,0,102,0.547945205479452
